Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
4/11/2013,9703,9661,9703,9661,,0.0013
4/10/2013,9690,9712,9712,9687,,-0.0031
4/9/2013,9720,9744,9744,9717,,-0.0029
4/8/2013,9748,9748.5,9760.5,9748.5,,0.0002
4/5/2013,9747,9752,9752,9747,,-0.0002
4/4/2013,9749,9744,9759,9744,,0.0002
4/3/2013,9747,9737,9750,9737,,0.001
4/2/2013,9737,9726,9739,9726,,-0.0001
4/1/2013,9738,9715.5,9737.5,9715.5,,0.0021
3/29/2013,9718,9717.5,9717.5,9717.5,,0
3/28/2013,9718,9724.5,9724.5,9702.5,,-0.0007
3/27/2013,9724,9730.5,9735.5,9707.5,,-0.0007
3/26/2013,9732,9741.5,9748.5,9721.5,,-0.0003
3/25/2013,9734,9739,9739,9729,,-0.0009
3/22/2013,9742,9732.5,9742.5,9732.5,,0.001
3/21/2013,9733,9721,9733,9719,,0.0009
3/20/2013,9724,9724,9734,9718,,0.0012
3/19/2013,9712,9712,9713,9705,,0.0001
3/18/2013,9711,9702,9717,9702,,0.0007
3/15/2013,9704,9700.5,9704.5,9696.5,,0.0002
3/14/2013,9702,9692.5,9712.5,9692.5,,0.0012
3/13/2013,9690,9689.5,9698.5,9689.5,,-0.0007
3/12/2013,9697,9697,9697,9697,,0
3/11/2013,9697,9690,9697,9688,,0.0013
3/8/2013,9684,9687.5,9689.5,9684.5,,-0.0008
3/7/2013,9692,9692.5,9698.5,9692.5,,0.0005
3/6/2013,9688,9687.5,9692.5,9681.5,,-0.0005
3/5/2013,9692,9707.5,9709.5,9692.5,,-0.0014
3/4/2013,9706,9700,9716,9700,,0.0029
3/1/2013,9678,9669.5,9677.5,9669.5,,0.0014
2/28/2013,9664,9673.5,9673.5,9658.5,,-0.0023
2/27/2013,9686,9698.5,9698.5,9678.5,,-0.0022
2/26/2013,9707,9707,9712,9702,,0.0002
2/25/2013,9705,9713,9713,9704,,-0.0004
2/22/2013,9709,9706,9714,9700,,0.0007
2/21/2013,9702,9691.5,9706.5,9691.5,,0.002
2/20/2013,9683,9688,9706,9683,,-0.002
2/19/2013,9702,9702.5,9715.5,9702.5,,0.0023
2/18/2013,9680,9667.5,9682.5,9667.5,,0.0011
2/15/2013,9670,9662.5,9685.5,9662.5,,0.001
2/14/2013,9660,9642.5,9672.5,9642.5,,0.0013
2/13/2013,9646,9632.5,9647.5,9632.5,,0.0001
2/12/2013,9646,9612.5,9647.5,9612.5,,0.0027
2/11/2013,9620,9655,9665,9605,,-0.0049
2/8/2013,9667,9692,9702,9667,,-0.0026
2/7/2013,9692,9712.5,9727.5,9692.5,,-0.0018
2/6/2013,9710,9675,9710,9675,,0.0036
2/5/2013,9676,9687.5,9700.5,9675.5,,0.0005
2/4/2013,9670,9682.5,9689.5,9652.5,,-0.0043
2/1/2013,9712,9702.5,9782.5,9702.5,,0.0015
1/31/2013,9698,9697.5,9777.5,9666.5,,0.001
1/30/2013,9688,9687.5,9772.5,9686.5,,0.001
1/29/2013,9678,9677.5,9758.5,9672.5,,0
1/28/2013,9678,9667.5,9737.5,9666.5,,0.0026
1/25/2013,9652,9637.5,9677.5,9636.5,,0.0029
1/24/2013,9625,9625,9625,9625,,0
1/23/2013,9625,9640,9670,9625,,0.0005
1/22/2013,9620,9640,9671,9620,,0.0003
1/21/2013,9618,9657.5,9727.5,9617.5,,-0.0013
1/18/2013,9630,9670,9730,9620,,-0.002
1/17/2013,9650,9687.5,9712.5,9649.5,,-0.0006
1/16/2013,9655,9665,9706,9655,,0.0005
1/15/2013,9650,9690,9740,9650,,0.0016
1/14/2013,9635,9645,9675,9635,,0
1/11/2013,9635,9705,9705,9634,,-0.0026
1/10/2013,9660,9710,9719,9660,,0
1/9/2013,9660,9710,9750,9655,,-0.001
1/8/2013,9670,9685,9740,9669,,0.0003
1/7/2013,9668,9662.5,9707.5,9662.5,,0.0008
1/4/2013,9660,9665,9676,9660,,0.0005
1/3/2013,9655,9660,9680,9653,,0.0005
1/2/2013,9650,9655,9685,9645,,0.0013
1/1/2013,9638,9637.5,9637.5,9637.5,,0
12/31/2012,9638,9637.5,9637.5,9637.5,,0
12/28/2012,9638,9667.5,9691.5,9637.5,,-0.0026
12/27/2012,9662,9677.5,9707.5,9662.5,,0.0005
12/26/2012,9658,9677.5,9707.5,9657.5,,0
12/25/2012,9658,9657.5,9657.5,9657.5,,0
12/24/2012,9658,9657.5,9657.5,9657.5,,0
12/21/2012,9658,9677.5,9692.5,9657.5,,0.0005
12/20/2012,9652,9662.5,9687.5,9652.5,,0.0003
12/19/2012,9650,9652,9670,9650,,0.0007
12/18/2012,9644,9643.5,9648.5,9642.5,,0.0004
12/17/2012,9640,9645,9646,9640,,0.0003
12/14/2012,9638,9647.5,9652.5,9635.5,,0.0003
12/13/2012,9635,9635,9650,9635,,0.0005
12/12/2012,9630,9640,9650,9625,,-0.0005
12/11/2012,9635,9629,9655,9629,,0.0005
12/10/2012,9630,9615,9655,9615,,0.001
12/7/2012,9620,9615,9625,9615,,0.001
12/6/2012,9610,9605,9625,9605,,0.001
12/5/2012,9600,9600,9615,9600,,0
12/4/2012,9600,9605,9615,9600,,0.0005
12/3/2012,9595,9593,9610,9593,,0.0002
11/30/2012,9594,9605.5,9610.5,9589.5,,-0.0007
11/29/2012,9600,9610,9615,9595,,0
11/28/2012,9600,9605,9621,9600,,0
11/27/2012,9600,9600,9605,9585,,0
11/26/2012,9600,9614,9620,9595,,-0.0013
11/23/2012,9612,9632.5,9632.5,9611.5,,-0.0016
11/22/2012,9628,9635.5,9639.5,9627.5,,-0.0008
11/21/2012,9636,9637.5,9642.5,9635.5,,0.0003
11/20/2012,9633,9636,9640,9633,,0.0003
11/19/2012,9630,9635,9643,9625,,0.0005
11/16/2012,9625,9625,9625,9625,,0
11/15/2012,9625,9625,9625,9625,,0
11/14/2012,9625,9635,9640,9625,,0
11/13/2012,9625,9635,9640,9625,,0.0005
11/12/2012,9620,9635,9640,9620,,0
11/9/2012,9620,9635,9635,9619,,-0.001
11/8/2012,9630,9625,9640,9625,,0.0026
11/7/2012,9605,9640,9640,9595,,-0.0016
11/6/2012,9620,9635,9635,9620,,0
11/5/2012,9620,9635,9635,9620,,0.0005
11/2/2012,9615,9620,9634,9615,,-0.0005
11/1/2012,9620,9625,9635,9620,,0.0016
10/31/2012,9605,9635,9635,9605,,-0.001
10/30/2012,9615,9615,9633,9615,,0.001
10/29/2012,9605,9615,9617,9605,,0
10/26/2012,9605,9605,9605,9605,,0
10/25/2012,9605,9620,9620,9605,,-0.0005
10/24/2012,9610,9610,9615,9605,,0.0003
10/23/2012,9608,9602.5,9612.5,9602.5,,0.0003
10/22/2012,9605,9595,9605,9595,,0.0013
10/19/2012,9592,9587.5,9592.5,9581.5,,0.0005
10/18/2012,9588,9575,9595,9575,,0.0015
10/17/2012,9574,9574,9585,9573,,-0.0011
10/16/2012,9585,9585,9590,9584,,-0.0005
10/15/2012,9590,9595,9595,9589,,0.0013
10/12/2012,9578,9587.5,9607.5,9572.5,,-0.0005
10/11/2012,9582,9602.5,9607.5,9577.5,,-0.001
10/10/2012,9592,9605,9610,9591,,0
10/9/2012,9592,9605,9605,9592,,0.0001
10/8/2012,9591,9575,9591,9575,,0.0002
10/5/2012,9589,9597,9598,9589,,-0.0001
10/4/2012,9590,9595,9600,9590,,0.0005
10/3/2012,9585,9590,9590,9585,,0.0005
10/2/2012,9580,9590,9593,9580,,0
10/1/2012,9580,9590,9595,9580,,0.001
9/28/2012,9570,9585,9592,9570,,-0.0005
9/27/2012,9575,9595,9595,9575,,-0.001
9/26/2012,9585,9580,9590,9580,,0.001
9/25/2012,9575,9585,9585,9575,,0.0013
9/24/2012,9562,9562.5,9577.5,9547.5,,0.0018
9/21/2012,9545,9550,9560,9544,,0.0005
9/20/2012,9540,9538,9550,9538,,0.0003
9/19/2012,9538,9527.5,9555.5,9527.5,,0.0037
9/18/2012,9502,9477.5,9502.5,9477.5,,0.0042
9/17/2012,9462,9477.5,9477.5,9445.5,,-0.0045
9/14/2012,9505,9580,9580,9505,,-0.0076
9/13/2012,9578,9577.5,9597.5,9577.5,,0.001
9/12/2012,9568,9583,9588,9568,,-0.001
9/11/2012,9578,9590.5,9599.5,9577.5,,0.0001
9/10/2012,9577,9585,9593,9577,,0.0007
9/7/2012,9570,9595,9600,9570,,0.0005
9/6/2012,9565,9590,9595,9565,,-0.0005
9/5/2012,9570,9590,9598,9570,,-0.0001
9/4/2012,9571,9580,9591,9570,,0.0038
9/3/2012,9535,9560,9590,9530,,0
8/31/2012,9535,9575,9575,9530,,-0.001
8/30/2012,9545,9565,9585,9545,,-0.0003
8/29/2012,9548,9537.5,9575.5,9537.5,,0.0013
8/28/2012,9535,9530,9536,9525,,0.0021
8/27/2012,9515,9515,9520,9505,,0.0011
8/24/2012,9505,9505,9510,9500,,0.0012
8/23/2012,9494,9481,9499,9481,,0.0004
8/22/2012,9490,9490,9490,9490,,0
8/21/2012,9490,9490,9490,9490,,0
8/20/2012,9490,9490,9490,9490,,0
8/17/2012,9490,9490,9490,9490,,0
8/16/2012,9490,9510,9515,9490,,-0.0008
8/15/2012,9498,9487.5,9502.5,9482.5,,0.0016
8/14/2012,9482,9487.5,9489.5,9474.5,,-0.0003
8/13/2012,9485,9480,9490,9465,,0.0008
8/10/2012,9478,9477.5,9479.5,9472.5,,0.0006
8/9/2012,9472,9483.5,9483.5,9471.5,,0.0001
8/8/2012,9470,9477.5,9484.5,9470.5,,0.0003
8/7/2012,9468,9473.5,9479.5,9467.5,,0.0003
8/6/2012,9465,9455,9475,9455,,-0.0003
8/3/2012,9468,9482.5,9492.5,9467.5,,0
8/2/2012,9468,9477.5,9485.5,9467.5,,0.0026
8/1/2012,9442,9467.5,9477.5,9442.5,,-0.0003
7/31/2012,9445,9485,9486,9445,,-0.0011
7/30/2012,9455,9450,9485,9445,,0
7/27/2012,9455,9485,9498,9450,,-0.0024
7/26/2012,9478,9492.5,9497.5,9477.5,,-0.0005
7/25/2012,9482,9492.5,9507.5,9482.5,,0.0016
7/24/2012,9468,9487.5,9492.5,9467.5,,0.0013
7/23/2012,9455,9480,9495,9454,,0.0005
7/20/2012,9450,9465,9483,9449,,0.0003
7/19/2012,9448,9457.5,9485.5,9447.5,,-0.0003
7/18/2012,9450,9460,9475,9450,,0.0011
7/17/2012,9440,9455,9480,9440,,-0.0011
7/16/2012,9450,9455,9490,9450,,0.0003
7/13/2012,9448,9467.5,9497.5,9447.5,,0.0003
7/12/2012,9445,9435,9485,9435,,0.0032
7/11/2012,9415,9440,9470,9415,,-0.0016
7/10/2012,9430,9425,9450,9420,,0.0021
7/9/2012,9410,9405,9445,9400,,-0.0034
7/6/2012,9442,9395,9474,9355,,0.0062
7/5/2012,9384,9370,9405,9340,,0.0044
7/4/2012,9342,9347.5,9467.5,9307.5,,0.002
7/3/2012,9324,9390,9435,9323,,-0.0076
7/2/2012,9395,9385,9455,9355,,0.0003
6/29/2012,9392,9457.5,9482.5,9392.5,,-0.0056
6/28/2012,9445,9455,9480,9445,,0
6/27/2012,9445,9465,9485,9445,,0.0005
6/26/2012,9440,9465,9480,9435,,0
6/25/2012,9440,9450,9476,9440,,0.0003
6/22/2012,9438,9447.5,9477.5,9437.5,,0.0008
6/21/2012,9430,9445,9480,9430,,0.0011
6/20/2012,9420,9420,9490,9419,,0.0016
6/19/2012,9405,9420,9460,9400,,0.0019
6/18/2012,9388,9397.5,9433.5,9382.5,,0.0003
6/15/2012,9385,9435,9470,9384,,-0.0037
6/14/2012,9420,9445,9471,9419,,0
6/13/2012,9420,9410,9475,9410,,0.0016
6/12/2012,9405,9425,9460,9405,,0
6/11/2012,9405,9400,9450,9400,,0.0021
6/8/2012,9385,9390,9435,9380,,0.0016
6/7/2012,9370,9360,9410,9360,,0.0075
6/6/2012,9300,9410,9495,9290,,-0.0109
6/5/2012,9402,9412.5,9462.5,9402.5,,0.0003
6/4/2012,9400,9410,9486,9400,,0.0013
6/1/2012,9388,9347.5,9482.5,9297.5,,-0.0013
5/31/2012,9400,9460,9570,9390,,-0.0037
5/30/2012,9435,9365,9590,9365,,0.0043
5/29/2012,9395,9335,9565,9335,,0.007
5/28/2012,9330,9300,9410,9300,,0.0046
5/25/2012,9288,9267.5,9347.5,9267.5,,0.0024
5/24/2012,9265,9265,9275,9265,,0.0005
5/23/2012,9260,9260,9285,9259,,0.0035
5/22/2012,9228,9267.5,9268.5,9227.5,,-0.0024
5/21/2012,9250,9260,9275,9249,,0.0009
5/18/2012,9242,9242,9242,9242,,0
5/17/2012,9242,9242,9242,9242,,0
5/16/2012,9242,9270,9280,9242,,0.0002
5/15/2012,9240,9245,9270,9235,,0.0005
5/14/2012,9235,9205,9265,9205,,0.0049
5/11/2012,9190,9190,9200,9145,,0.0011
5/10/2012,9180,9255,9265,9175,,-0.0054
5/9/2012,9230,9215,9235,9187,,0.0038
5/8/2012,9195,9205,9240,9195,,0
5/7/2012,9195,9210,9230,9195,,0.0005
5/4/2012,9190,9200,9210,9189,,0
5/3/2012,9190,9210,9210,9190,,-0.0009
5/2/2012,9198,9186,9198,9186,,0.0006
5/1/2012,9192,9192.5,9192.5,9187.5,,0.0002
4/30/2012,9190,9187.5,9194.5,9184.5,,0.0002
4/27/2012,9189,9190,9197,9189,,0.0004
4/26/2012,9185,9200,9201,9184,,-0.0014
4/25/2012,9198,9177.5,9200.5,9177.5,,0.0005
4/24/2012,9192,9192.5,9197.5,9189.5,,0.0007
4/23/2012,9186,9171.5,9187.5,9171.5,,0.0003
4/20/2012,9184,9180.5,9183.5,9176.5,,0.0005
4/19/2012,9179,9179,9186,9177,,0.0002
4/18/2012,9178,9172.5,9181.5,9172.5,,-0.0003
4/17/2012,9180,9175,9185,9175,,0.0005
4/16/2012,9175,9155,9185,9155,,0.0038
4/13/2012,9140,9170,9185,9140,,-0.0025
4/12/2012,9162,9177.5,9187.5,9162.5,,0.0011
4/11/2012,9152,9167.5,9182.5,9147.5,,0.0003
4/10/2012,9150,9160,9178,9150,,0
4/9/2012,9150,9150,9180,9115,,0.0044
4/6/2012,9110,9110,9110,9110,,0
4/5/2012,9110,9150,9165,9085,,-0.0033
4/4/2012,9140,9145,9165,9140,,0.0011
4/3/2012,9130,9140,9160,9115,,-0.0011
4/2/2012,9140,9155,9180,9135,,-0.0004
3/30/2012,9144,9175,9190,9143,,-0.0023
3/29/2012,9165,9175,9197,9160,,0.0019
3/28/2012,9148,9182.5,9194.5,9147.5,,-0.0011
3/27/2012,9158,9182.5,9192.5,9152.5,,-0.0019
3/26/2012,9175,9165,9190,9165,,0.0019
3/23/2012,9158,9157.5,9157.5,9157.5,,0
3/22/2012,9158,9162.5,9187.5,9157.5,,0.0014
3/21/2012,9145,9180,9180,9144,,-0.0011
3/20/2012,9155,9165,9180,9155,,0.0033
3/19/2012,9125,9135,9170,9125,,-0.0005
3/16/2012,9130,9185,9190,9110,,-0.0041
3/15/2012,9168,9192.5,9197.5,9167.5,,-0.0003
3/14/2012,9170,9190,9200,9170,,0.0005
3/13/2012,9165,9165,9165,9165,,0.0008
3/12/2012,9158,9157.5,9167.5,9157.5,,0.0027
3/9/2012,9132,9112.5,9137.5,9112.5,,-0.0003
3/8/2012,9135,9135,9170,9105,,0.0027
3/7/2012,9110,9180,9195,9110,,-0.003
3/6/2012,9138,9137.5,9182.5,9136.5,,0.0016
3/5/2012,9122,9107.5,9142.5,9107.5,,0.0047
3/2/2012,9080,9100,9115,9080,,0
3/1/2012,9080,9060,9110,9060,,0.0067
2/29/2012,9020,9070,9100,9020,,-0.0011
2/28/2012,9030,9130,9170,9030,,-0.0104
2/27/2012,9125,9070,9180,9070,,0.0088
2/24/2012,9045,9065,9090,9040,,0
2/23/2012,9045,9065,9085,9040,,-0.0006
2/22/2012,9050,9025,9065,9025,,0.0011
2/21/2012,9040,9035,9060,9025,,0.0044
2/20/2012,9000,9020,9047,9000,,0
2/17/2012,9000,8960,9030,8955,,-0.0006
2/16/2012,9005,8970,9040,8960,,0.0056
2/15/2012,8955,9020,9045,8950,,-0.0056
2/14/2012,9005,9030,9050,9005,,0.0006
2/13/2012,9000,8990,9030,8990,,0.0017
2/10/2012,8985,8975,9005,8975,,0.0045
2/9/2012,8945,8905,8987,8895,,0.0073
2/8/2012,8880,8985,9000,8875,,-0.007
2/7/2012,8942,8997.5,9002.5,8942.5,,-0.0047
2/6/2012,8985,8985,8995,8980,,0.0017
2/3/2012,8970,8980,9010,8970,,0.0034
2/2/2012,8940,8950,8950,8880,,-0.0047
2/1/2012,8982,9012.5,9037.5,8977.5,,-0.0008
1/31/2012,8990,9010,9025,8990,,0
1/30/2012,8990,8980,9005,8980,,0.002
1/27/2012,8972,8992.5,8997.5,8972.5,,0.0008
1/26/2012,8965,8905,9005,8905,,0.0084
1/25/2012,8890,9005,9036,8875,,-0.0125
1/24/2012,9002,8972.5,9002.5,8972.5,,0.0064
1/23/2012,8945,8945,8945,8945,,0
1/20/2012,8945,8985,8985,8945,,-0.0028
1/19/2012,8970,9020,9080,8970,,-0.0066
1/18/2012,9030,9120,9195,9030,,-0.0061
1/17/2012,9085,9165,9215,9085,,-0.0049
1/16/2012,9130,9080,9210,9080,,0.0055
1/13/2012,9080,9195,9195,9075,,-0.0087
1/12/2012,9160,9160,9211,9155,,0
1/11/2012,9160,9210,9210,9160,,0.0005
1/10/2012,9155,9195,9215,9155,,0.0005
1/9/2012,9150,9150,9190,9150,,0.006
1/6/2012,9095,9155,9165,9094,,-0.0033
1/5/2012,9125,9190,9190,9115,,-0.0022
1/4/2012,9145,9150,9200,9145,,0.0011
1/3/2012,9135,9115,9165,9115,,0.0061
1/2/2012,9080,9110,9170,9080,,0.0014
12/30/2011,9068,9067.5,9157.5,9057.5,,-0.0006
12/29/2011,9072,9067.5,9167.5,9067.5,,0
12/28/2011,9072,9057.5,9187.5,9057.5,,-0.0003
12/27/2011,9075,9090,9161,9075,,0.0022
12/26/2011,9055,9055,9055,9055,,0
12/23/2011,9055,9065,9065,9010,,-0.0011
12/22/2011,9065,9075,9155,9055,,-0.0006
12/21/2011,9070,9095,9155,9069,,-0.0011
12/20/2011,9080,9090,9180,9080,,0.0017
12/19/2011,9065,9080,9125,9065,,0.0033
12/16/2011,9035,9055,9070,8995,,-0.0061
12/15/2011,9090,9130,9190,9090,,0.0006
12/14/2011,9085,9085,9105,9085,,0.0017
12/13/2011,9070,9090,9100,9070,,0.0022
12/12/2011,9050,9090,9090,9050,,0
12/9/2011,9050,9040,9100,9040,,0.0061
12/8/2011,8995,9035,9085,8995,,-0.0044
12/7/2011,9035,9090,9090,9035,,0
12/6/2011,9035,9030,9090,9030,,0
12/5/2011,9035,9055,9075,9035,,0.0022
12/2/2011,9015,9090,9105,9015,,0.0022
12/1/2011,8995,9075,9105,8995,,-0.0126
11/30/2011,9110,9155,9175,9110,,-0.0049
11/29/2011,9155,9135,9195,9135,,0.0044
11/28/2011,9115,9075,9220,9075,,0.0066
11/25/2011,9055,9005,9150,9005,,0.0072
11/24/2011,8990,9060,9225,8980,,-0.0061
11/23/2011,9045,9035,9085,9035,,0
11/22/2011,9045,9035,9056,9035,,0.0022
11/21/2011,9025,9035,9075,9025,,0.0006
11/18/2011,9020,9030,9060,9020,,0.0022
11/17/2011,9000,9005,9040,9000,,0.0007
11/16/2011,8994,9005.5,9050.5,8993.5,,-0.0002
11/15/2011,8995,8965,9005,8965,,0.0033
11/14/2011,8965,8965,8965,8950,,-0.0003
11/11/2011,8968,8955,9005,8955,,-0.0002
11/10/2011,8970,8905,9035,8905,,0.009
11/9/2011,8890,8915,8930,8885,,-0.0034
11/8/2011,8920,8950,8960,8920,,-0.0039
11/7/2011,8955,8935,8990,8935,,0.0006
11/4/2011,8950,8955,8965,8949,,-0.0022
11/3/2011,8970,8980,8980,8970,,0.0045
11/2/2011,8930,8905,8975,8905,,0.0041
11/1/2011,8894,8865.5,8905.5,8865.5,,0.0046
10/31/2011,8852,8802.5,8867.5,8802.5,,0.0071
10/28/2011,8790,8815,8840,8790,,-0.0085
10/27/2011,8865,8877,8893,8865,,-0.0009
10/26/2011,8873,8845,8885,8845,,0.0026
10/25/2011,8850,8850,8868,8845,,0.0011
10/24/2011,8840,8855,8890,8840,,-0.0023
10/21/2011,8860,8835,8880,8835,,0.004
10/20/2011,8825,8820,8850,8820,,0.0028
10/19/2011,8800,8830,8855,8800,,-0.002
10/18/2011,8818,8832.5,8857.5,8817.5,,0
10/17/2011,8818,8822.5,8847.5,8817.5,,-0.0032
10/14/2011,8846,8852,8892,8846,,-0.0027
10/13/2011,8870,8885,8920,8855,,-0.0064
10/12/2011,8928,8907.5,8952.5,8907.5,,0.0017
10/11/2011,8912,8887.5,8947.5,8887.5,,0.0022
10/10/2011,8892,8937.5,8967.5,8892.5,,-0.0006
10/7/2011,8898,8937.5,8977.5,8897.5,,-0.0008
10/6/2011,8905,8815,8945,8805,,-0.0006
10/5/2011,8910,8900,8970,8900,,0.0006
10/4/2011,8905,8915,8970,8905,,0.0008
10/3/2011,8898,8807.5,8932.5,8807.5,,0.0122
9/30/2011,8790,8810,8840,8790,,-0.0073
9/29/2011,8855,8940,8945,8855,,-0.0039
9/28/2011,8890,8855,8955,8845,,-0.0017
9/27/2011,8905,9055,9055,8905,,-0.0171
9/26/2011,9060,8810,9110,8810,,0.0319
9/23/2011,8780,8770,8920,8650,,0.002
9/22/2011,8762,8902.5,9052.5,8742.5,,-0.0121
9/21/2011,8870,8860,8960,8860,,0.0034
9/20/2011,8840,8860,9050,8840,,-0.0011
9/19/2011,8850,8810,8880,8790,,0.0097
9/16/2011,8765,8770,8800,8765,,-0.0006
9/15/2011,8770,8740,8800,8740,,0.0057
9/14/2011,8720,8645,8765,8645,,0.0098
9/13/2011,8635,8620,8650,8615,,0.0041
9/12/2011,8600,8585,8620,8585,,0.0035
9/9/2011,8570,8575,8578,8565,,0.0002
9/8/2011,8568,8557,8575,8557,,0.0015
9/7/2011,8555,8565,8580,8555,,0.0002
9/6/2011,8553,8560,8577,8553,,0.0015
9/5/2011,8540,8535,8545,8535,,0.0008
9/2/2011,8533,8533,8533,8533,,0
9/1/2011,8533,8533,8533,8533,,0
8/31/2011,8533,8533,8533,8533,,0
8/30/2011,8533,8533,8533,8533,,0
8/29/2011,8533,8533,8533,8533,,0
8/26/2011,8533,8590,8590,8533,,-0.0055
8/25/2011,8580,8555,8585,8555,,0.0037
8/24/2011,8548,8540,8553,8540,,0.0012
8/23/2011,8538,8542.5,8557.5,8537.5,,-0.0006
8/22/2011,8542,8549.5,8554.5,8542.5,,-0.0009
8/19/2011,8550,8555,8564,8550,,0.0018
8/18/2011,8535,8532,8547,8530,,0.0006
8/17/2011,8530,8530,8530,8530,,0
8/16/2011,8530,8525,8533,8525,,-0.0007
8/15/2011,8536,8535,8546,8535,,-0.0008
8/12/2011,8543,8537,8560,8537,,0.0009
8/11/2011,8535,8535,8560,8535,,0.0012
8/10/2011,8525,8525,8540,8515,,-0.0022
8/9/2011,8544,8544,8559,8534,,0.0046
8/8/2011,8505,8515,8556,8505,,-0.0012
8/5/2011,8515,8505,8570,8505,,0.0019
8/4/2011,8499,8474,8499,8470,,0.0022
8/3/2011,8480,8488,8495,8480,,0.0015
8/2/2011,8468,8462.5,8472.5,8457.5,,0.0009
8/1/2011,8460,8493,8493,8460,,-0.0047
7/29/2011,8500,8505,8515,8496,,0.0001
7/28/2011,8499,8491,8510,8491,,0.0014
7/27/2011,8488,8492.5,8493.5,8482.5,,-0.0021
7/26/2011,8505,8529,8529,8500,,-0.0021
7/25/2011,8523,8530,8536,8523,,-0.0005
7/22/2011,8527,8525,8533,8525,,-0.0008
7/21/2011,8534,8540,8544,8534,,-0.0001
7/20/2011,8535,8550,8550,8535,,-0.0015
7/19/2011,8548,8542.5,8562.5,8542.5,,-0.0012
7/18/2011,8558,8550,8568,8550,,0.0028
7/15/2011,8534,8530,8553,8530,,0.0002
7/14/2011,8532,8542,8542,8527,,-0.0018
7/13/2011,8548,8557.5,8567.5,8547.5,,-0.0023
7/12/2011,8567,8540,8580,8538,,0.0048
7/11/2011,8526,8526,8530,8517,,0.0016
7/8/2011,8512,8522.5,8527.5,8512.5,,-0.0025
7/7/2011,8534,8536.5,8541.5,8531.5,,-0.0008
7/6/2011,8540,8538,8540,8527,,0.0003
7/5/2011,8538,8527.5,8545.5,8527.5,,0.0018
7/4/2011,8522,8527.5,8527.5,8512.5,,-0.0027
7/1/2011,8546,8575.5,8575.5,8540.5,,-0.0036
6/30/2011,8576,8598.5,8603.5,8576.5,,-0.0047
6/29/2011,8617,8617,8617,8617,,0
6/28/2011,8617,8621,8631,8617,,-0.0003
6/27/2011,8620,8615,8628,8615,,0.0023
6/24/2011,8600,8605,8610,8600,,0
6/23/2011,8600,8605,8609,8600,,0.0012
6/22/2011,8590,8592.5,8602.5,8587.5,,-0.0009
6/21/2011,8597,8590,8605,8590,,-0.0021
6/20/2011,8615,8580,8615,8575,,0.0037
6/17/2011,8583,8595,8610,8583,,-0.0006
6/16/2011,8588,8560,8602,8560,,0.0047
6/15/2011,8548,8532.5,8552.5,8525.5,,0.0016
6/14/2011,8534,8536,8541,8531,,-0.0006
6/13/2011,8540,8532.5,8546.5,8526.5,,0.0026
6/10/2011,8518,8521.5,8521.5,8511.5,,-0.0003
6/9/2011,8520,8517,8528,8517,,0.0004
6/8/2011,8516,8516.5,8524.5,8507.5,,0.0001
6/7/2011,8516,8517.5,8532.5,8515.5,,0.0009
6/6/2011,8508,8509.5,8512.5,8502.5,,-0.0015
6/3/2011,8520,8534.5,8539.5,8520.5,,-0.0029
6/2/2011,8545,8540,8545,8540,,0.0011
6/1/2011,8536,8538.5,8543.5,8533.5,,0
5/31/2011,8536,8533.5,8541.5,8533.5,,-0.0011
5/30/2011,8544,8554.5,8554.5,8544.5,,-0.0018
5/27/2011,8560,8575,8577,8560,,-0.002
5/26/2011,8577,8577,8579,8572,,-0.0017
5/25/2011,8592,8570,8610,8570,,0.0029
5/24/2011,8567,8572,8574,8562,,-0.0009
5/23/2011,8574,8557.5,8582.5,8557.5,,0.0043
5/20/2011,8538,8547.5,8547.5,8529.5,,-0.0018
5/19/2011,8552,8547.5,8554.5,8541.5,,-0.0008
5/18/2011,8560,8559.5,8562.5,8547.5,,-0.0015
5/17/2011,8572,8572.5,8572.5,8572.5,,0
5/16/2011,8572,8567.5,8572.5,8562.5,,0.0035
5/13/2011,8542,8557.5,8567.5,8539.5,,-0.0029
5/12/2011,8568,8532.5,8567.5,8532.5,,0.0048
5/11/2011,8526,8549.5,8549.5,8526.5,,-0.0036
5/10/2011,8558,8557.5,8562.5,8549.5,,0.0005
5/9/2011,8554,8568.5,8568.5,8543.5,,-0.0028
5/6/2011,8578,8572.5,8592.5,8567.5,,0.0013
5/5/2011,8566,8566,8568,8551,,0.0018
5/4/2011,8551,8547,8562,8547,,0.001
5/3/2011,8542,8552.5,8560.5,8537.5,,-0.0006
5/2/2011,8548,8541.5,8551.5,8541.5,,-0.0019
4/29/2011,8564,8581,8591,8561,,-0.0022
4/28/2011,8582,8607.5,8612.5,8572.5,,-0.0052
4/27/2011,8628,8627.5,8632.5,8622.5,,-0.0029
4/26/2011,8652,8622.5,8692.5,8622.5,,0.0035
4/25/2011,8622,8622.5,8630.5,8602.5,,-0.0006
4/22/2011,8628,8627.5,8627.5,8627.5,,0
4/21/2011,8628,8639.5,8640.5,8612.5,,-0.0026
4/20/2011,8650,8665,8665,8647,,-0.003
4/19/2011,8676,8682,8688,8676,,0.0003
4/18/2011,8674,8660.5,8679.5,8660.5,,0.0013
4/15/2011,8662,8660.5,8667.5,8652.5,,-0.0003
