Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
1/25/2022,14350,14350,14363.5,14345.5,"0,16K",0.0007
1/24/2022,14340,14315,14353,14304.5,"0,12K",0.0003
1/21/2022,14335,14355,14362.5,14335,"0,16K",0
1/20/2022,14335,14335,14365,14330,"0,17K",-0.0017
1/19/2022,14360,14357.5,14377.5,14334.5,"0,15K",0.0017
1/18/2022,14335,14306.5,14346,14299,"0,18K",0.0014
1/17/2022,14315,14312.5,14330,14296.5,"0,11K",0.0014
1/14/2022,14295,14305,14319.5,14293,"0,15K",0.0003
1/13/2022,14290,14315,14322,14292,"0,20K",-0.0017
1/12/2022,14315,14295,14322.5,14284,"0,24K",0.001
1/11/2022,14300,14302.5,14315,14272.5,"0,21K",-0.0003
1/10/2022,14305,14312.5,14342.5,14296,"0,19K",-0.0035
1/7/2022,14355,14375,14377.5,14352.5,"0,12K",-0.0024
1/6/2022,14390,14394,14404,14377,"0,16K",0.0024
1/5/2022,14355,14347.5,14371.5,14335,"0,17K",0.0038
1/4/2022,14300,14287.5,14327.5,14270,"0,14K",0.0025
1/3/2022,14264,14255,14276.5,14249,"0,11K",0.001
12/31/2021,14250,14280,14287.5,14240,"0,09K",-0.0011
12/30/2021,14265,14242.5,14280,14237.5,"0,11K",0.0011
12/29/2021,14250,14240,14276.5,14235,"0,17K",0.0018
12/28/2021,14225,14225,14244.5,14220,"0,13K",0
12/27/2021,14225,14225,14241.5,14207.5,"0,14K",0.0004
12/24/2021,14220,14185,14242.5,14180,"0,10K",-0.0019
12/23/2021,14247,14220,14260,14217.5,"0,09K",-0.0027
12/22/2021,14285,14280,14293.5,14235,"0,14K",-0.002
12/21/2021,14313,14387.5,14392.5,14305,"0,11K",-0.0043
12/20/2021,14375,14387.5,14392.5,14367.5,"0,11K",0.0007
12/17/2021,14365,14365,14391.5,14360,"0,12K",0.0017
12/16/2021,14340,14335,14367.5,14315,"0,13K",0.0007
12/15/2021,14330,14337.5,14345,14329,"0,10K",0
12/14/2021,14330,14340,14353.5,14330,"0,09K",-0.0007
12/13/2021,14340,14357.5,14366.5,14327.5,"0,10K",-0.0021
12/10/2021,14370,14380,14390,14367,"0,13K",0.0014
12/9/2021,14350,14320,14372.5,14310,"0,15K",-0.0003
12/8/2021,14355,14350,14362.5,14335,"0,14K",-0.0014
12/7/2021,14375,14417.5,14432.5,14377.5,"0,16K",-0.0042
12/6/2021,14435,14440,14449,14417.5,"0,15K",0.0028
12/3/2021,14395,14405,14412.5,14392.5,"0,10K",0.0014
12/2/2021,14375,14350,14382.5,14350,"0,12K",0.0024
12/1/2021,14340,14344,14362.5,14334.5,"0,15K",0.0014
11/30/2021,14320,14315,14347.5,14292.5,"0,17K",0
11/29/2021,14320,14370,14375,14312.5,"0,09K",0.0014
11/26/2021,14300,14275,14345,14275,"0,10K",0.0025
11/25/2021,14265,14262.5,14290,14262.5,"0,15K",0.0007
11/24/2021,14255,14275,14281,14257.5,"0,10K",0
11/23/2021,14255,14257.5,14277.5,14255,"0,16K",0.0007
11/22/2021,14245,14245,14265,14245,"0,09K",0.0007
11/19/2021,14235,14210,14242.5,14210,"0,07K",0.0007
11/18/2021,14225,14245,14247.5,14223,"0,14K",-0.0011
11/17/2021,14240,14245,14272.5,14237.5,"0,16K",0.0014
11/16/2021,14220,14200,14226,14195,"0,12K",0.0007
11/15/2021,14210,14215,14220,14187.5,"0,10K",-0.0016
11/12/2021,14233,14265,14271.5,14232.5,"0,13K",-0.0019
11/11/2021,14260,14295,14310,14262.5,"0,12K",0.0007
11/10/2021,14250,14255,14265,14241,"0,12K",0.0007
11/9/2021,14240,14237.5,14247.5,14220,"0,14K",-0.0011
11/8/2021,14255,14325,14332.5,14254,"0,12K",-0.0049
11/5/2021,14325,14360,14392.5,14325,"0,13K",-0.0007
11/4/2021,14335,14312.5,14350,14299.5,"0,12K",0.0028
11/3/2021,14295,14272.5,14315,14262.5,"0,12K",0.0032
11/2/2021,14250,14260,14271,14245,"0,12K",0.0004
11/1/2021,14245,14185,14261.5,14185,"0,13K",0.0056
10/29/2021,14165,14167.5,14177.5,14157,"0,13K",-0.0004
10/28/2021,14170,14190,14215,14172.5,"0,13K",0
10/27/2021,14170,14160,14193.5,14154.5,"0,13K",0.0014
10/26/2021,14150,14155,14172.5,14142.5,"0,13K",-0.0004
10/25/2021,14155,14165,14190,14157.5,"0,14K",0.0025
10/22/2021,14120,14140,14169,14122.5,"0,14K",0
10/21/2021,14120,14100,14152.5,14092.5,"0,13K",0.0033
10/19/2021,14073,14067.5,14092.5,14059.5,"0,15K",-0.0023
10/18/2021,14105,14060,14115,14040,"0,10K",0.0025
10/15/2021,14070,14085,14097.5,14062,"0,18K",-0.0032
10/14/2021,14115,14197.5,14202.5,14092.5,"0,24K",-0.007
10/13/2021,14215,14220,14229,14210,"0,15K",0
10/12/2021,14215,14215,14225,14203,"0,14K",0.0007
10/11/2021,14205,14215,14223,14201.5,"0,14K",-0.0011
10/8/2021,14220,14210,14237.5,14197.5,"0,12K",0.0004
10/7/2021,14215,14250,14257.5,14212,"0,13K",-0.0025
10/6/2021,14250,14240,14260,14228,"0,11K",0.0001
10/5/2021,14248,14270,14275,14245.5,"0,21K",-0.0012
10/4/2021,14265,14307.5,14336.5,14258,"0,13K",-0.0028
10/1/2021,14305,14310,14330,14305,"0,14K",-0.0003
9/30/2021,14310,14317.5,14332.5,14305.5,"0,13K",0.0014
9/29/2021,14290,14295,14330,14292.5,"0,12K",0.0014
9/28/2021,14270,14265,14287.5,14253.5,"0,16K",0.0014
9/27/2021,14250,14260,14270,14247.5,"0,12K",-0.0004
9/24/2021,14255,14245,14266.5,14228.5,"0,13K",0.0011
9/23/2021,14240,14250,14265,14236,"0,18K",0
9/22/2021,14240,14245,14256,14236,"0,13K",0.0004
9/21/2021,14235,14255,14260,14235.5,"0,14K",-0.0004
9/20/2021,14240,14270,14287.5,14237.5,"0,12K",0.0011
9/17/2021,14225,14275,14282.5,14195,"0,15K",-0.0018
9/16/2021,14250,14230,14261.5,14217.5,"0,12K",0.0007
9/15/2021,14240,14257.5,14267.5,14235,"0,20K",-0.0004
9/14/2021,14245,14257.5,14267.5,14241.5,"0,17K",-0.0004
9/13/2021,14250,14245,14270,14220,"0,16K",0.0035
9/10/2021,14200,14275,14275,14195.5,"0,20K",-0.0035
9/9/2021,14250,14280,14283.5,14252.5,"0,20K",0
9/8/2021,14250,14240,14277.5,14232.5,"0,19K",0.0028
9/7/2021,14210,14220,14220,14176.5,"0,17K",-0.0007
9/6/2021,14220,14247.5,14260,14210,"0,16K",-0.0028
9/3/2021,14260,14270,14270,14252.5,"0,15K",-0.0007
9/2/2021,14270,14265,14290,14260,"0,18K",-0.0007
9/1/2021,14280,14265,14305,14255,"0,21K",0.0011
8/31/2021,14265,14345,14350.5,14260,"0,23K",-0.0072
8/30/2021,14368,14405,14410,14359.5,"0,19K",-0.0033
8/27/2021,14415,14425,14447.5,14412.5,"0,15K",0
8/26/2021,14415,14425,14433.5,14408.5,"0,26K",0.0014
8/25/2021,14395,14405,14421,14387.5,"0,15K",0.0003
8/24/2021,14390,14395,14407.5,14377.5,"0,19K",-0.0014
8/23/2021,14410,14435,14438.5,14404,"0,18K",-0.0028
8/20/2021,14450,14475,14485,14422.5,"0,23K",0.0035
8/19/2021,14400,14405,14425,14392.5,"0,16K",0.0021
8/18/2021,14370,14387.5,14400,14372.5,"0,18K",0
8/16/2021,14370,14390,14395,14371.5,"0,17K",-0.001
8/13/2021,14385,14382.5,14395,14366,"0,08K",0.0003
8/12/2021,14380,14395,14407.5,14366,"0,18K",0
8/10/2021,14380,14375,14402,14375,"0,17K",0.0014
8/9/2021,14360,14370,14387.5,14357.5,"0,10K",0.0007
8/6/2021,14350,14360,14377.5,14347.5,"0,17K",0.0007
8/5/2021,14340,14330,14360,14321,"0,14K",0.0021
8/4/2021,14310,14325,14347.5,14304.5,"0,20K",-0.0021
8/3/2021,14340,14375,14388,14338.5,"0,26K",-0.0055
8/2/2021,14420,14465,14472.5,14422.5,"0,17K",-0.0028
7/30/2021,14460,14435,14477.5,14434.5,"0,13K",-0.0014
7/29/2021,14480,14490,14502.5,14482.5,"0,16K",-0.0003
7/28/2021,14485,14500,14512.5,14485,"0,16K",-0.0003
7/27/2021,14490,14473.5,14497.5,14465,"0,14K",0.0007
7/26/2021,14480,14510,14522.5,14470,"0,17K",-0.0007
7/23/2021,14490,14500,14512.5,14488.5,"0,11K",0.0007
7/22/2021,14480,14500,14518,14482.5,"0,10K",-0.0041
7/21/2021,14540,14530,14560,14530,"0,13K",0.0017
7/19/2021,14515,14512.5,14537.5,14505,"0,14K",0.0014
7/16/2021,14495,14515,14542.5,14490,"0,10K",0.001
7/15/2021,14480,14480,14512.5,14472.5,"0,14K",0.0003
7/14/2021,14475,14485,14502.5,14477.5,"0,18K",0.0009
7/13/2021,14462,14505,14515,14459,"0,13K",-0.0019
7/12/2021,14490,14485,14502.5,14471.5,"0,10K",-0.0024
7/9/2021,14525,14535,14559.5,14525,"0,11K",0.0003
7/8/2021,14520,14495,14557.5,14492.5,"0,13K",0.0028
7/7/2021,14480,14485,14512.5,14472.5,"0,10K",0.001
7/6/2021,14465,14475,14485,14456,"0,11K",-0.0008
7/5/2021,14476,14487.5,14510,14470,"0,10K",-0.0037
7/2/2021,14530,14515,14572.5,14515,"0,11K",0.0021
7/1/2021,14500,14510,14555,14500,"0,12K",0.0003
6/30/2021,14495,14500,14560,14497.5,"0,17K",0.001
6/29/2021,14480,14455,14494,14455,"0,09K",0.0028
6/28/2021,14440,14415,14475,14415,"0,15K",0.0014
6/25/2021,14420,14420,14450,14415,"0,08K",-0.001
6/24/2021,14435,14440,14466,14432.5,"0,10K",0.0003
6/23/2021,14430,14440,14467.5,14415,"0,08K",0.0021
6/22/2021,14400,14420,14437.5,14397.5,"0,21K",-0.0017
6/21/2021,14425,14390,14460,14390,"0,12K",0.0038
6/18/2021,14370,14375,14402.5,14370,"0,12K",0.0014
6/17/2021,14350,14300,14385,14295,"0,25K",0.0081
6/16/2021,14235,14235,14267.5,14235,"0,19K",0.0011
6/15/2021,14220,14210,14247.5,14210,"0,18K",0.0014
6/14/2021,14200,14200,14232.5,14197.5,"0,15K",0.0008
6/11/2021,14188,14222.5,14242.5,14183,"0,24K",-0.004
6/10/2021,14245,14260,14265,14222.5,"0,14K",-0.0004
6/9/2021,14250,14265,14274,14245,"0,17K",0
6/8/2021,14250,14265,14272.5,14250,"0,10K",-0.0007
6/7/2021,14260,14275,14288,14247.5,"0,17K",-0.0021
6/4/2021,14290,14295,14325,14295,"0,12K",0.0007
6/3/2021,14280,14275,14312.5,14265,"0,14K",0.0004
6/2/2021,14275,14265,14292.5,14247.5,"0,17K",0
5/31/2021,14275,14295,14312,14280,"0,16K",-0.0004
5/28/2021,14280,14305,14322.5,14285,"0,15K",-0.0004
5/27/2021,14285,14320,14336.5,14278.5,"0,20K",-0.0028
5/25/2021,14325,14325,14345,14315,"0,23K",-0.0017
5/24/2021,14350,14350,14367.5,14340,"0,11K",0
5/21/2021,14350,14340,14392.5,14340,"0,25K",-0.0014
5/20/2021,14370,14310,14405,14310,"0,23K",0.0067
5/19/2021,14275,14295,14324,14280,"0,16K",0.0004
5/18/2021,14270,14300,14316,14270,"0,22K",-0.0007
5/17/2021,14280,14250,14300,14215,"0,17K",0.006
5/11/2021,14195,14200,14215,14187,"0,16K",0
5/10/2021,14195,14145,14212.5,14140,"0,16K",-0.006
5/7/2021,14280,14272.5,14312.5,14247,"0,16K",-0.0024
5/6/2021,14315,14415,14425,14313,"0,24K",-0.008
5/5/2021,14430,14440,14450,14426,"0,15K",0.0003
5/4/2021,14425,14460,14465,14412.5,"0,16K",-0.0014
5/3/2021,14445,14450,14480,14447.5,"0,11K",0.0003
4/30/2021,14440,14430,14507.5,14424.5,"0,12K",-0.0003
4/29/2021,14445,14430,14475,14425,"0,13K",-0.0034
4/28/2021,14495,14490,14525,14487.5,"0,13K",0.001
4/27/2021,14480,14490,14508.5,14477,"0,18K",0
4/26/2021,14480,14515,14515,14475,"0,14K",-0.0028
4/23/2021,14520,14525,14560,14520,"0,11K",0.0003
4/22/2021,14515,14515,14539,14510,"0,10K",-0.0007
4/21/2021,14525,14525,14551,14510,"0,09K",0.0021
4/20/2021,14495,14515,14535,14482.5,"0,16K",-0.0034
4/19/2021,14545,14537.5,14570,14525,"0,07K",-0.001
4/16/2021,14560,14620,14630,14550,"0,12K",-0.0027
4/15/2021,14600,14610,14634,14600,"0,09K",0
4/14/2021,14600,14622.5,14622.5,14592.5,"0,08K",0
4/13/2021,14600,14610,14627.5,14595,"0,12K",0.0007
4/12/2021,14590,14575,14630,14575,"0,09K",0.0021
4/9/2021,14560,14550,14587.5,14540,"0,10K",0.0021
4/8/2021,14530,14510,14578.5,14510,"0,09K",0.0028
4/7/2021,14490,14470,14517.5,14470,"0,05K",-0.0007
4/6/2021,14500,14490,14525,14490,"0,09K",-0.0007
4/5/2021,14510,14520,14535,14510,"0,05K",-0.0007
4/1/2021,14520,14530,14594.5,14525,"0,08K",0
3/31/2021,14520,14480,14582,14480,"0,11K",0.0035
3/30/2021,14470,14450,14502.5,14450,"0,09K",0.0021
3/29/2021,14440,14420,14455,14420,"0,07K",0.0021
3/26/2021,14410,14445,14458,14417.5,"0,13K",-0.0007
3/25/2021,14420,14435,14465,14425,"0,10K",0
3/24/2021,14420,14422.5,14460,14410,"0,07K",0.0021
3/23/2021,14390,14400,14425,14390,"0,08K",-0.0007
3/22/2021,14400,14415,14452.5,14397,"0,11K",0
3/19/2021,14400,14410,14475,14400,"0,14K",0.0007
3/18/2021,14390,14385,14415,14375,"0,09K",-0.0024
3/17/2021,14425,14430,14465,14415,"0,10K",0.0017
3/16/2021,14400,14402.5,14422.5,14395,"0,08K",0.0003
3/15/2021,14395,14400,14422.5,14390,"0,07K",0.001
3/12/2021,14380,14355,14396,14325,"0,10K",-0.001
3/10/2021,14395,14390,14425,14390,"0,05K",0.0003
3/9/2021,14390,14415,14475,14395,"0,10K",0.0028
3/8/2021,14350,14350,14382.5,14335,"0,08K",0.0042
3/5/2021,14290,14315,14360,14280,"0,09K",0.0021
3/4/2021,14260,14265,14305,14250,"0,12K",0.0014
3/3/2021,14240,14325,14330.5,14240,"0,14K",-0.0042
3/2/2021,14300,14275,14330,14265,"0,07K",0.0035
3/1/2021,14250,14250,14307.5,14240,"0,10K",0.0007
2/26/2021,14240,14105,14275,14105,"0,19K",0.0114
2/25/2021,14080,14085,14110,14079.5,"0,10K",0
2/24/2021,14080,14072.5,14092.5,14065,"0,13K",-0.0007
2/23/2021,14090,14110,14130,14092.5,"0,11K",-0.0014
2/22/2021,14110,14070,14130,14070,"0,07K",0.0036
2/19/2021,14060,14050,14100.5,14050,"0,11K",0.0036
2/18/2021,14010,14020,14061,14020,"0,08K",0
2/17/2021,14010,13955,14046,13955,"0,08K",0.0065
2/16/2021,13920,13895,13937.5,13866,"0,10K",0.0007
2/15/2021,13910,13972.5,13972.5,13896.5,"0,09K",-0.0043
2/11/2021,13970,13985,14002,13965,"0,07K",-0.0007
2/10/2021,13980,14000,14000,13972,"0,12K",-0.0007
2/9/2021,13990,14007.5,14011,13988.5,"0,07K",-0.0004
2/8/2021,13995,14020,14023.5,13987.5,"0,08K",-0.0018
2/5/2021,14020,14020,14057.5,14020,"0,07K",0.0007
2/4/2021,14010,14007.5,14040,14002.5,"0,06K",0.0007
2/3/2021,14000,14015,14020,13992.5,"0,08K",-0.0014
2/2/2021,14020,14035,14049,14020,"0,06K",0.0007
2/1/2021,14010,14035,14052.5,14015,"0,11K",-0.0007
1/29/2021,14020,14072.5,14085,14030,"0,04K",-0.0021
1/28/2021,14050,14065,14126.5,14055,"0,05K",0.0011
1/27/2021,14035,14050,14082,14042.5,"0,05K",-0.0004
1/26/2021,14040,14045,14098.5,14045,"0,03K",0.0021
1/25/2021,14010,14055,14083,14020,"0,05K",-0.0007
1/22/2021,14020,13995,14063.5,13995,"0,05K",0.0029
1/21/2021,13980,14022.5,14035,13995,"0,05K",-0.0029
1/20/2021,14020,14065,14067.5,14030,"0,06K",-0.0021
1/19/2021,14050,14080,14099.5,14055,"0,05K",-0.0007
1/18/2021,14060,14025,14105,14025,"0,07K",0.0036
1/15/2021,14010,14040,14062.5,14012.5,"0,05K",-0.0028
1/14/2021,14050,14075,14109,14055,"0,04K",-0.0004
1/13/2021,14055,14090,14117.5,14057.5,"0,07K",-0.0046
1/12/2021,14120,14120,14217.5,14115,"0,11K",0.0028
1/11/2021,14080,14020,14165,14020,"0,06K",0.0072
1/8/2021,13980,13915,14061.5,13915,"0,06K",0.0065
1/7/2021,13890,13900,13945,13900,"0,03K",0.0007
1/6/2021,13880,13920,13930,13895,"0,04K",-0.0014
1/5/2021,13900,13900,13932.5,13900,"0,03K",0.0011
1/4/2021,13885,13910,13940,13862.5,"0,07K",-0.0231
1/1/2021,14214,14213.5,14214.2,13919,,0.0117
12/30/2020,14050,14120,14120,14050,"0,05K",-0.0043
12/29/2020,14110,14150,14160,14130,"0,02K",-0.0021
12/28/2020,14140,14155,14177.5,14150,"0,02K",-0.0007
12/23/2020,14150,14155,14274,14155,"0,04K",0.0004
12/22/2020,14145,14140,14212.5,14140,"0,02K",0.0032
12/21/2020,14100,14110,14175,14110,"0,03K",0.0014
12/18/2020,14080,14102.5,14147.5,14100,"0,03K",-0.0004
12/17/2020,14085,14125,14137.5,14105,"0,02K",-0.0004
12/16/2020,14090,14110,14158,14110,"0,04K",0
12/15/2020,14090,14105,14173.5,14105,"0,03K",0.0014
12/14/2020,14070,14100,14155,14095,"0,04K",0
12/11/2020,14070,14100,14119,14079.5,"0,05K",-0.0014
12/10/2020,14090,14095,14120,14095,"0,04K",0.0007
12/8/2020,14080,14110,14150,14110,"0,03K",0
12/7/2020,14080,14110,14135,14101,"0,03K",-0.0004
12/4/2020,14085,14135,14162.5,14102.5,"0,03K",-0.0011
12/3/2020,14100,14120,14179,14120,"0,02K",0.0007
12/2/2020,14090,14120,14156,14120,"0,01K",-0.0007
12/1/2020,14100,14117.5,14182.5,14117.5,"0,03K",0.0007
11/30/2020,14090,14070,14150,14070,"0,02K",0.0014
11/27/2020,14070,14105,14136.5,14090,"0,03K",-0.0014
11/26/2020,14090,14125,14137.5,14100,"0,05K",-0.0028
11/25/2020,14130,14145,14177.5,14140,"0,05K",-0.0007
11/24/2020,14140,14150,14194.5,14150,"0,03K",0.0007
11/23/2020,14130,14162.5,14175,14142.5,"0,04K",-0.0014
11/20/2020,14150,14160,14210.5,14160,"0,04K",0.0007
11/19/2020,14140,14055,14195,14055,"0,04K",0.0064
11/18/2020,14050,14055,14102.5,14055,"0,04K",0.0014
11/17/2020,14030,14030,14077.5,14027.5,"0,05K",-0.005
11/16/2020,14100,14120,14147.5,14107.5,"0,06K",-0.0035
11/13/2020,14150,14150,14232.5,14150,"0,06K",0.0007
11/12/2020,14140,14080,14207.5,14080,"0,03K",0.005
11/11/2020,14070,14055,14102.5,14055,"0,04K",0.0021
11/10/2020,14040,14050,14082.5,13992.5,"0,09K",-0.0007
11/9/2020,14050,14170,14180,14042.5,"0,13K",-0.0099
11/6/2020,14190,14255,14302.5,14200,"0,08K",-0.0125
11/5/2020,14370,14385,14440,14370,"0,08K",-0.0117
11/4/2020,14540,14515,14567.5,14512.5,"0,04K",-0.0021
11/3/2020,14570,14612.5,14635,14584,"0,06K",-0.0038
11/2/2020,14625,14650,14717.5,14637.5,"0,04K",0.0003
10/27/2020,14620,14650,14680,14620,"0,04K",-0.0007
10/26/2020,14630,14635,14675,14632.5,"0,03K",-0.0014
10/23/2020,14650,14660,14722.5,14650,"0,03K",0.0007
10/22/2020,14640,14615,14690,14615,"0,03K",0.0021
10/21/2020,14610,14635,14667.5,14615,"0,07K",-0.0027
10/20/2020,14650,14672.5,14718,14655,"0,07K",-0.0014
10/19/2020,14670,14670,14742.5,14670,"0,06K",0
10/16/2020,14670,14710,14757.5,14687.5,"0,05K",0.0007
10/15/2020,14660,14685,14741,14680,"0,04K",-0.0014
10/14/2020,14680,14710,14765,14705,"0,03K",0
10/13/2020,14680,14695,14767.5,14695,"0,04K",0
10/12/2020,14680,14685,14732.5,14685,"0,02K",0.0003
10/9/2020,14675,14695,14727.5,14665,"0,03K",-0.0007
10/8/2020,14685,14700,14733,14697.5,"0,06K",-0.0003
10/7/2020,14690,14710,14772.5,14702.5,"0,07K",-0.0014
10/6/2020,14710,14605,14762.5,14605,"0,05K",-0.0054
10/5/2020,14790,14815,14857.5,14799.5,"0,11K",-0.0027
10/2/2020,14830,14840,14907,14840,"0,05K",0.0007
10/1/2020,14820,14810,14867.5,14810,"0,05K",-0.0013
9/30/2020,14840,14857.5,14922,14857.5,"0,04K",-0.0003
9/29/2020,14845,14875,14940.5,14867.5,"0,06K",-0.0003
9/28/2020,14850,14867.5,14949.5,14867.5,"0,05K",0.0003
9/25/2020,14845,14887.5,14952.5,14862.5,"0,10K",0
9/24/2020,14845,14815,14910,14815,"0,04K",0.0044
9/23/2020,14780,14775,14854,14755,"0,07K",0.002
9/22/2020,14750,14695,14824.5,14695,"0,05K",0.0041
9/21/2020,14690,14670,14727.5,14664,"0,11K",-0.0027
9/18/2020,14730,14755,14780,14713,"0,13K",-0.0061
9/17/2020,14820,14795,14872,14795,"0,08K",-0.0003
9/16/2020,14825,14790,14877.5,14790,"0,13K",-0.0007
9/15/2020,14835,14805,14875,14802,"0,14K",-0.0017
9/14/2020,14860,14855,14955,14855,"0,05K",0
9/11/2020,14860,14900,14974,14877.5,"0,12K",0.0027
9/10/2020,14820,14770,14895,14765,"0,06K",0.0027
9/9/2020,14780,14765,14860,14765,"0,10K",0.0014
9/8/2020,14760,14720,14802.5,14720,"0,08K",0.002
9/7/2020,14730,14705,14757.5,14705,"0,09K",-0.0007
9/4/2020,14740,14735,14802.5,14705,"0,12K",-0.0014
9/3/2020,14760,14755,14835,14755,"0,16K",0.0014
9/2/2020,14740,14605,14820,14605,"0,11K",0.012
9/1/2020,14565,14535,14620,14535,"0,10K",0.0003
8/31/2020,14560,14505,14567.5,14505,"0,10K",-0.0038
8/28/2020,14615,14655,14716.5,14614.5,"0,14K",-0.0024
8/27/2020,14650,14605,14727.5,14605,"0,10K",-0.0014
8/26/2020,14670,14585,14695,14585,"0,14K",0.002
8/25/2020,14640,14600,14660,14575,"0,12K",-0.002
8/24/2020,14670,14755,14802.5,14670.5,"0,14K",-0.0068
8/19/2020,14770,14750,14807.5,14735,"0,16K",-0.004
8/18/2020,14830,14750,14881,14750,"0,20K",0.0075
8/14/2020,14720,14775,14844,14775,"0,02K",0.0014
8/13/2020,14700,14742.5,14795,14725,"0,05K",0.001
8/12/2020,14685,14640,14770,14640,"0,05K",0.0044
8/11/2020,14620,14580,14720,14580,"0,06K",0.0021
8/10/2020,14590,14600,14700,14600,"0,03K",0.0007
8/7/2020,14580,14555,14675,14555,"0,03K",-0.0003
8/6/2020,14585,14490,14615,14465,"0,08K",0.0024
8/5/2020,14550,14540,14612.5,14520,"0,06K",-0.0048
8/4/2020,14620,14565,14675,14560,"0,05K",-0.0007
8/3/2020,14630,14605,14647.5,14595,"0,02K",0.0021
7/30/2020,14600,14455,14620,14455,"0,03K",0.0045
7/29/2020,14535,14455,14595,14454.5,"0,10K",0
7/28/2020,14535,14460,14561,14445,"0,03K",0.001
7/27/2020,14520,14505,14580,14480,"0,07K",-0.0062
7/24/2020,14610,14525,14615,14505,"0,03K",0.0021
7/23/2020,14580,14605,14670,14532.5,"0,08K",-0.0048
7/22/2020,14650,14605,14680,14605,"0,10K",-0.006
7/21/2020,14738,14755,14780,14725,"0,10K",-0.0031
7/20/2020,14785,14695,14860,14692.5,"0,04K",0.0061
7/17/2020,14695,14585,14730,14570,"0,02K",0.0048
7/16/2020,14625,14560,14687.5,14535,"0,05K",0.0026
7/15/2020,14588,14450,14625,14450,"0,09K",0.0095
7/14/2020,14450,14355,14450,14352,"0,06K",0.0017
7/13/2020,14425,14370,14501,14365,"0,05K",-0.0007
7/10/2020,14435,14397.5,14490,14397.5,"0,03K",0.0028
7/9/2020,14395,14355,14430,14342.5,"0,10K",-0.001
7/8/2020,14410,14395,14450,14375,"0,04K",-0.0021
7/7/2020,14440,14450,14450,14374,"0,03K",-0.0035
7/6/2020,14490,14465,14582.5,14455,"0,10K",-0.0014
7/3/2020,14510,14380,14605,14380,"0,09K",0.0091
7/2/2020,14378,14265,14383,14265,"0,02K",0.008
7/1/2020,14265,14245,14325,14245,"0,03K",0.0007
6/30/2020,14255,14175,14315,14165,"0,04K",0.0007
6/29/2020,14245,14225,14275,14225,"0,01K",0.0018
6/26/2020,14220,14105,14250,14100,"0,06K",0.0032
6/25/2020,14175,14085,14195,14079.5,"0,08K",0.0032
6/24/2020,14130,14110,14175,14099.5,"0,07K",-0.0021
6/23/2020,14160,14185,14255,14160,"0,06K",-0.0018
6/22/2020,14185,14100,14185,14100,"0,03K",0.006
6/19/2020,14100,14055,14202.5,14055,"0,02K",0.0011
6/18/2020,14085,14030,14105,14005,"0,04K",0.0002
6/17/2020,14082,14065,14130,14034.5,"0,05K",-0.0005
6/16/2020,14090,14085,14130,14047.5,"0,04K",-0.0018
6/15/2020,14115,14055,14145,14040,"0,02K",-0.0007
6/12/2020,14125,14060,14223.5,14060,"0,05K",0.0078
6/11/2020,14015,13925,14060,13887.5,"0,04K",0.0025
6/10/2020,13980,13937.5,14055,13897.5,"0,04K",0.0065
6/9/2020,13890,13910,14045,13880,"0,05K",0.0004
6/8/2020,13885,13870,13995,13850,"0,05K",0.0011
6/5/2020,13870,14075,14107.5,13862.5,"0,11K",-0.016
6/4/2020,14095,14105,14170,14070,"0,11K",0
6/3/2020,14095,14245,14255,14095,"0,09K",-0.0222
6/2/2020,14415,14630,14630,14415,"0,08K",-0.0133
5/29/2020,14610,14725,14745,14607.5,"0,15K",-0.0071
5/28/2020,14715,14740,14777.5,14710,"0,07K",0.0003
5/27/2020,14710,14740,14780,14707.5,"0,07K",-0.003
5/26/2020,14755,14730,14779.5,14727.5,"0,07K",0.0031
5/20/2020,14710,14755,14792.5,14705,"0,09K",-0.0041
5/19/2020,14770,14805,14845,14755,"0,13K",-0.0054
5/18/2020,14850,14855,14895,14835,"0,08K",-0.0007
5/15/2020,14860,14875,14925,14857.5,"0,06K",-0.0017
5/14/2020,14885,14892.5,14962.5,14867.5,"0,08K",0.0013
5/13/2020,14865,14885,14907.5,14852.5,"0,08K",-0.0027
5/12/2020,14905,14930,14986,14902,"0,08K",0.0007
5/11/2020,14895,14945,14962.5,14885,"0,08K",-0.0017
5/8/2020,14920,15025,15052.5,14908,"0,07K",-0.0083
5/6/2020,15045,15060,15125,15025,"0,06K",-0.0023
5/5/2020,15080,15125,15150,15030,"0,08K",-0.0013
5/4/2020,15100,14960,15135,14960,"0,04K",0.0151
4/30/2020,14875,15190,15195,14857.5,"0,09K",-0.0275
4/29/2020,15295,15355,15412.5,15290,"0,08K",-0.0083
4/28/2020,15422,15405,15507.5,15395,"0,11K",0.0024
4/27/2020,15385,15455,15505,15385,"0,02K",-0.001
4/24/2020,15400,15452.5,15525,15400,"0,07K",0
4/23/2020,15400,15524,15607.5,15400,"0,12K",-0.0032
4/22/2020,15450,15530,15610,15450,"0,07K",-0.0003
4/21/2020,15455,15500,15585,15455,"0,03K",0.0028
4/20/2020,15412,15470,15519,15412.5,"0,05K",-0.0011
4/17/2020,15430,15505,15552.5,15400,"0,09K",-0.0134
4/16/2020,15640,15657.5,15785,15640,"0,04K",0.0048
4/15/2020,15565,15645,15697.5,15540,"0,09K",-0.0042
4/14/2020,15630,15700,15727.5,15630,"0,07K",0
